EndType,NewApp,Last,Office,Month,County,Year,Day,First,Date,EndDate,Duration,AppointingPresident,AppointingPresidentIndex,AppointingPG,AppointingPGIndex,DismissingPresident,DismissingPresidentIndex,DismissingPG,DismissingPGIndex,AppCongressionalElection,AppPresidentialElection,DisCongressionalElection,DisPresidentialElection
0,1,Stubblefield,JOSEPHINE,7,Collin,1888,25,Jos. M.,1888-07-25,1894-11-30,2319,Cleveland1,14,Donald M. Dickinson,33,Cleveland2,16,Wilson S. Bissell,35,36.3,0.8859833,57.4,0.8360434
0,0,Robison,JOSEPHINE,11,Collin,1894,30,Be B.,1894-11-30,1898-07-13,1321,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,Charles Emory Smith,38,57.4,0.8360434,58.9,0.7605295
0,0,Garner,JOSEPHINE,7,Collin,1898,13,Marshall S.,1898-07-13,10/29/14,5951,McKinley,17,Charles Emory Smith,38,Wilson1,22,Albert S. Burleson,44,,,58.9,0.7605295
0,1,O'Neal,KNOX,5,Collin,1892,17,John B.,1892-05-17,1892-06-09,23,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,77.5,0.8568569,77.5,0.8568569
0,0,Teague,KNOX,6,Collin,1892,9,Moses B.,1892-06-09,1894-12-26,930,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,77.5,0.8568569,57.4,0.8360434
0,0,Hinton,KNOX,12,Collin,1894,26,Jas. R.,1894-12-26,1896-03-06,436,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,57.4,0.8360434,57.4,0.8360434
1,0,Teague Jr.,KNOX,3,Collin,1896,6,Moses B.,1896-03-06,1902-07-31,2337,Cleveland2,16,William L. Wilson,36,Roosevelt1,19,Henry C. Payne,39,57.4,0.8360434,58.9,0.7605295
0,1,Bills,LAKE MILLS,10,Collin,1878,16,Ransom P.,1878-10-16,1880-01-12,453,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,78.3,0.903,78.3,0.903
0,0,Colson,LAKE MILLS,1,Collin,1880,12,Wm. M.,1880-01-12,1882-07-27,927,Hayes,11,David M. Key,26,Arthur,13,Timothy O. Howe,29,78.3,0.903,88.4,0.9116379
1,0,Moore,LAKE MILLS,7,Collin,1882,27,Eli,1882-07-27,1887-02-01,1650,Arthur,13,Timothy O. Howe,29,Cleveland1,14,William F. Vilas,32,88.4,0.9116379,36.3,0.8859833
0,0,Depp,LEBANON,12,Collin,1876,22,Thos.,1876-12-22,1877-05-16,145,Grant2,10,James N. Tyner,25,Hayes,11,David M. Key,26,78.3,0.903,78.3,0.903
0,0,Howell,LEBANON,5,Collin,1877,16,Robt. M.,1877-05-16,1878-01-31,260,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,78.3,0.903,78.3,0.903
0,0,Addison,LEBANON,1,Collin,1878,31,Lewis C.,1878-01-31,1879-01-21,355,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,78.3,0.903,78.3,0.903
0,0,Johnson,LEBANON,1,Collin,1879,21,Thos. D.,1879-01-21,1881-06-15,876,Hayes,11,David M. Key,26,Garfield,12,Thomas L. James,28,78.3,0.903,88.4,0.9116379
0,0,Stevens,LEBANON,6,Collin,1881,15,John W.,1881-06-15,1898-05-12,6175,Garfield,12,Thomas L. James,28,McKinley,17,Charles Emory Smith,38,88.4,0.9116379,58.9,0.7605295
0,0,Wolfe,LEBANON,5,Collin,1898,12,Wm. G.,1898-05-12,1903-08-10,1915,McKinley,17,Charles Emory Smith,38,Roosevelt1,19,Henry C. Payne,39,,,58.9,0.7605295
1,1,Hamell,LIEU,12,Collin,1887,20,Moses S.,1887-12-20,1890-02-08,781,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,36.3,0.8859833,85.6,0.8568569
1,1,Coleman,LINT,7,Collin,1886,7,Jas. D.,1886-07-07,1887-08-27,416,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.8859833,36.3,0.8859833
0,1,Lucas,LUCAS,5,Collin,1888,11,Gabriel H.,1888-05-11,1890-07-17,797,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,36.3,0.8859833,85.6,0.8568569
0,0,Bradley,LUCAS,7,Collin,1890,17,Geo. W.,1890-07-17,1891-05-15,302,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,85.6,0.8568569,77.5,0.8568569
0,0,Gallagher,LUCAS,5,Collin,1891,15,Jas. M.,1891-05-15,1891-10-08,146,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,77.5,0.8568569,77.5,0.8568569
0,0,Moss,LUCAS,10,Collin,1891,8,John G. J.,1891-10-08,1892-06-29,265,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,77.5,0.8568569,77.5,0.8568569
0,0,Coffey,LUCAS,6,Collin,1892,29,Robt. H.,1892-06-29,1898-11-02,2317,Harrison,15,John Wanamaker,34,McKinley,17,Charles Emory Smith,38,77.5,0.8568569,58.9,0.7605295
0,0,Armstrong,LUCAS,11,Collin,1898,2,Stokley T.,1898-11-02,1903-01-29,1548,McKinley,17,Charles Emory Smith,38,Roosevelt1,19,Henry C. Payne,39,,,58.9,0.7605295
0,0,Cox,McKINNEY,2,Collin,1887,14,Wm. T.,1887-02-14,1890-05-07,1178,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,36.3,0.8859833,85.6,0.8568569
0,0,Smith,McKINNEY,5,Collin,1890,7,Hugo E.,1890-05-07,1894-04-23,1447,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,85.6,0.8568569,67.6,0.8360434
0,0,Cameron,McKINNEY,4,Collin,1894,23,Missouri A.,1894-04-23,1898-03-31,1438,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,67.6,0.8360434,58.9,0.7605295
0,0,Smith,McKINNEY,3,Collin,1898,31,Hugo E.,1898-03-31,5/1/13,5509,McKinley,17,James A. Gary,37,Wilson1,22,Albert S. Burleson,44,,,58.9,0.7605295
0,1,Lloyd,MAPLE,3,Collin,1890,4,Wm. F.,1890-03-04,1890-09-30,210,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,85.6,0.8568569,85.6,0.8568569
0,0,Brown,MAPLE,3,Collin,1892,2,Chas. E.,1892-03-02,1892-06-24,114,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,77.5,0.8568569,77.5,0.8568569
0,0,Hays,MAPLE,6,Collin,1892,24,Robt. P.,1892-06-24,1892-10-06,104,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,77.5,0.8568569,77.5,0.8568569
0,0,Arnspiger,MAPLE,10,Collin,1892,6,Wm. W.,1892-10-06,1893-07-11,278,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,77.5,0.8568569,67.6,0.8360434
0,0,Sone,MAPLE,7,Collin,1893,11,Thos. M.,1893-07-11,1899-11-21,2324,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,Charles Emory Smith,38,67.6,0.8360434,58.9,0.7605295
0,0,Earthman,MAPLE,9,Collin,1890,30,A. H.,1890-09-30,1892-03-02,519,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,85.6,0.8568569,77.5,0.8568569
1,1,McPherson,MAXWELL,3,Collin,1884,21,Ben P.,1884-03-21,1887-01-20,1035,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,84,0.9116379,36.3,0.8859833
0,0,Graves,MELISSA,1,Collin,1882,9,Geo. H.,1882-01-09,1882-02-03,25,Arthur,13,Timothy O. Howe,29,Arthur,13,Timothy O. Howe,29,88.4,0.9116379,88.4,0.9116379
0,0,Moore,MELISSA,2,Collin,1882,3,J. F.,1882-02-03,1882-09-18,227,Arthur,13,Timothy O. Howe,29,Arthur,13,Timothy O. Howe,29,88.4,0.9116379,88.4,0.9116379
0,0,McAnally,MELISSA,9,Collin,1882,18,Williamson,1882-09-18,1883-05-31,255,Arthur,13,Timothy O. Howe,29,Arthur,13,Walter Q. Gresham,30,88.4,0.9116379,84,0.9116379
0,0,Graves,MELISSA,5,Collin,1883,31,Geo. H.,1883-05-31,1888-03-22,1757,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,Donald M. Dickinson,33,84,0.9116379,36.3,0.8859833
0,0,Largent,MELISSA,3,Collin,1888,22,Charlie M.,1888-03-22,1888-10-16,208,Cleveland1,14,Donald M. Dickinson,33,Cleveland1,14,Donald M. Dickinson,33,36.3,0.8859833,36.3,0.8859833
0,0,Largent,MELISSA,10,Collin,1888,16,Isaac T.,1888-10-16,1889-05-31,227,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,36.3,0.8859833,85.6,0.8568569
0,0,Scott,MELISSA,5,Collin,1889,31,Reuben J.,1889-05-31,1893-08-12,1534,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,85.6,0.8568569,67.6,0.8360434
0,0,Graves,MELISSA,8,Collin,1893,12,Geo. H.,1893-08-12,1901-04-24,2811,Cleveland2,16,Wilson S. Bissell,35,McKinley,18,Charles Emory Smith,38,67.6,0.8360434,58.9,0.7605295
0,0,Lee,MILLWOOD,7,Collin,1878,11,Benj. F.,1878-07-11,1878-12-16,158,Hayes,11,David M. Key,26,Hayes,11,David M. Key,26,78.3,0.903,78.3,0.903
0,0,Mercer,MILLWOOD,12,Collin,1878,16,Andrew E.,1878-12-16,1885-05-04,2331,Hayes,11,David M. Key,26,Cleveland1,14,William F. Vilas,32,78.3,0.903,100,0.8859833
0,0,Naylor,MILLWOOD,5,Collin,1885,4,Wm. E.,1885-05-04,1885-12-02,212,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.8859833,100,0.8859833
0,0,Hope,MILLWOOD,12,Collin,1885,2,Thos.,1885-12-02,1886-12-21,384,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.8859833,36.3,0.8859833
0,0,Stafford,MILLWOOD,12,Collin,1886,21,Elias N.,1886-12-21,1891-01-19,1490,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,36.3,0.8859833,77.5,0.8568569
0,0,Phillips,MILLWOOD,1,Collin,1891,19,Jas. C.,1891-01-19,1891-08-19,212,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,77.5,0.8568569,77.5,0.8568569
0,0,Nunn,MILLWOOD,8,Collin,1891,19,Jas. M.,1891-08-19,1896-10-17,1886,Harrison,15,John Wanamaker,34,Cleveland2,16,William L. Wilson,36,77.5,0.8568569,57.4,0.8360434
0,0,Taylor,MILLWOOD,10,Collin,1896,17,Francis H.,1896-10-17,1901-02-01,1567,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,57.4,0.8360434,58.9,0.7605295
1,1,Bellows,MORELAND,11,Collin,1894,13,Appleton A.,1894-11-13,4/30/04,3455,Cleveland2,16,Wilson S. Bissell,35,Roosevelt1,19,Henry C. Payne,39,57.4,0.8360434,58.9,0.7605295
0,1,Murphy,MURPHY,1,Collin,1891,30,Jas. T.,1891-01-30,1898-05-06,2653,Harrison,15,John Wanamaker,34,McKinley,17,Charles Emory Smith,38,77.5,0.8568569,58.9,0.7605295
1,0,Moulden,MURPHY,5,Collin,1898,6,Wm. T.,1898-05-06,11/30/06,3129,McKinley,17,Charles Emory Smith,38,Roosevelt2,20,George B. Cortelyou,41,,,58.9,0.7605295
0,0,Phillips,NEVADA,3,Collin,1883,26,Robt. D.,1883-03-26,1884-01-28,308,Arthur,13,Timothy O. Howe,29,Arthur,13,Walter Q. Gresham,30,84,0.9116379,84,0.9116379
0,0,Foy,NEVADA,1,Collin,1884,28,Jas. B.,1884-01-28,1884-11-21,298,Arthur,13,Walter Q. Gresham,30,Arthur,13,Frank Hatton,31,84,0.9116379,100,0.8859833
0,0,Payne,NEVADA,11,Collin,1884,21,Frank G.,1884-11-21,1884-12-02,11,Arthur,13,Frank Hatton,31,Arthur,13,Frank Hatton,31,100,0.8859833,100,0.8859833
0,0,Rucker,NEVADA,12,Collin,1884,2,Wm. H.,1884-12-02,1893-12-18,3303,Arthur,13,Frank Hatton,31,Cleveland2,16,Wilson S. Bissell,35,100,0.8859833,67.6,0.8360434
0,0,Davie,NEVADA,12,Collin,1893,18,Gabriel J.,1893-12-18,1897-11-12,1425,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,67.6,0.8360434,58.9,0.7605295
0,0,Burrow,NEVADA,11,Collin,1897,12,Nimrod C.,1897-11-12,1/30/07,3365,McKinley,17,James A. Gary,37,Roosevelt2,20,George von L. Meyer,42,,,58.9,0.7605295
0,1,McCarty,NICKELVILLE,8,Collin,1883,29,Francis L.,1883-08-29,1886-01-20,875,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,84,0.9116379,100,0.8859833
0,0,Butler,NICKELVILLE,1,Collin,1886,20,John F.,1886-01-20,1886-06-10,141,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.8859833,100,0.8859833
0,1,Kennedy,PARKER,4,Collin,1888,12,Geo. W.,1888-04-12,1893-10-05,2002,Cleveland1,14,Donald M. Dickinson,33,Cleveland2,16,Wilson S. Bissell,35,36.3,0.8859833,67.6,0.8360434
1,0,Johnson,PARKER,10,Collin,1893,5,Thos. L.,1893-10-05,1901-11-30,2977,Cleveland2,16,Wilson S. Bissell,35,Roosevelt1,19,Charles Emory Smith,38,67.6,0.8360434,58.9,0.7605295
0,1,McGowan,PIKE,11,Collin,1885,11,Chas. L.,1885-11-11,1890-08-15,1738,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,100,0.8859833,85.6,0.8568569
0,0,Boren,PIKE,8,Collin,1890,15,Allen W.,1890-08-15,1893-05-08,997,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,85.6,0.8568569,67.6,0.8360434
0,0,Hope,PIKE,5,Collin,1893,8,Amos D.,1893-05-08,1893-10-30,175,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,67.6,0.8360434,67.6,0.8360434
0,0,Edwards,PIKE,10,Collin,1893,30,Geo. L.,1893-10-30,1897-07-22,1361,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,67.6,0.8360434,58.9,0.7605295
1,0,Creswell,PIKE,7,Collin,1897,22,Adam I.,1897-07-22,9/15/06,3341,McKinley,17,James A. Gary,37,Roosevelt2,20,George B. Cortelyou,41,,,58.9,0.7605295
0,0,Alexander,PLANO,3,Collin,1886,27,John P.,1886-03-27,1889-02-19,1060,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,100,0.8859833,85.6,0.8568569
0,0,Livingston,PLANO,2,Collin,1889,19,Robt. L.,1889-02-19,1896-05-06,2633,Cleveland1,14,Donald M. Dickinson,33,Cleveland2,16,William L. Wilson,36,85.6,0.8568569,57.4,0.8360434
0,0,Crow,PLANO,5,Collin,1896,6,Jas. A.,1896-05-06,1901-03-02,1760,Cleveland2,16,William L. Wilson,36,McKinley,17,Charles Emory Smith,38,57.4,0.8360434,58.9,0.7605295
1,1,Daniels,PRICE,5,Collin,1893,29,Alex.,1893-05-29,1894-05-14,350,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,67.6,0.8360434,67.6,0.8360434
0,1,Harrelson,PRINCETON,11,Collin,1888,24,Walter A.,1888-11-24,1897-08-03,3174,Cleveland1,14,Donald M. Dickinson,33,McKinley,17,James A. Gary,37,85.6,0.8568569,58.9,0.7605295
0,0,Wilson,PRINCETON,8,Collin,1897,3,Alma,1897-08-03,1/9/15,6367,McKinley,17,James A. Gary,37,Wilson1,22,Albert S. Burleson,44,,,58.9,0.7605295
0,1,Adamson,PROSPER,5,Collin,1893,22,Larkin A.,1893-05-22,1896-11-25,1283,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,67.6,0.8360434,58.9,0.7605295
0,0,Naugle,PROSPER,11,Collin,1896,25,Benj. J.,1896-11-25,3/18/15,6686,Cleveland2,16,William L. Wilson,36,Wilson1,22,Albert S. Burleson,44,,,58.9,0.7605295
0,1,Hudson,RENNER,7,Collin,1888,13,Geo. F.,1888-07-13,1891-03-02,962,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,36.3,0.8859833,77.5,0.8568569
0,0,Jackson,RENNER,3,Collin,1891,2,Frank W.,1891-03-02,1893-04-29,789,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,77.5,0.8568569,67.6,0.8360434
0,0,Pope,RENNER,4,Collin,1893,29,Wm. E.,1893-04-29,1902-10-17,3457,Cleveland2,16,Wilson S. Bissell,35,Roosevelt1,19,Henry C. Payne,39,67.6,0.8360434,58.9,0.7605295
0,1,O'Hanlon,RHEA MILLS,3,Collin,1892,10,John E.,1892-03-10,1894-03-10,730,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,77.5,0.8568569,67.6,0.8360434
0,0,Gregory,RHEA MILLS,3,Collin,1894,10,Robt. A.,1894-03-10,1898-04-13,1495,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,67.6,0.8360434,58.9,0.7605295
0,0,Childress,RHEA MILLS,4,Collin,1898,13,Bradley,1898-04-13,1900-01-04,631,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,58.9,0.7605295
0,0,Merrifield,RHEA'S MILL,10,Collin,1883,10,Andrew J.,1883-10-10,1885-04-29,567,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,84,0.9116379,100,0.8859833
0,0,Grave,RHEA'S MILL,4,Collin,1885,29,Mrs. May,1885-04-29,1886-05-14,380,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.8859833,100,0.8859833
0,0,Slaughter,RHEA'S MILL,5,Collin,1886,14,Thos. C.,1886-05-14,1892-03-10,2127,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,100,0.8859833,77.5,0.8568569
0,1,Tunstall,RHYMER,6,Collin,1895,17,Martha G.,1895-06-17,1895-11-18,154,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,57.4,0.8360434,57.4,0.8360434
0,0,Gillespie,RHYMER,11,Collin,1895,18,David H.,1895-11-18,1896-03-06,109,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,57.4,0.8360434,57.4,0.8360434
0,0,Alexander,RHYMER,3,Collin,1896,6,Geo. R.,1896-03-06,1901-09-12,2015,Cleveland2,16,William L. Wilson,36,McKinley,18,Charles Emory Smith,38,57.4,0.8360434,58.9,0.7605295
0,0,Rogers,ROCK HILL,1,Collin,1882,19,Jon. A.,1882-01-19,1883-01-04,350,Arthur,13,Timothy O. Howe,29,Arthur,13,Timothy O. Howe,29,88.4,0.9116379,84,0.9116379
0,0,Burke,ROCK HILL,1,Collin,1883,4,John F.,1883-01-04,1883-05-07,123,Arthur,13,Timothy O. Howe,29,Arthur,13,Walter Q. Gresham,30,84,0.9116379,84,0.9116379
0,0,Tarpley,ROCK HILL,5,Collin,1883,7,Sterling L.,1883-05-07,1885-08-17,833,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,84,0.9116379,100,0.8859833
0,0,Rogers,ROCK HILL,8,Collin,1885,17,Jon. A.,1885-08-17,1887-05-23,644,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.8859833,36.3,0.8859833
0,0,Hacker,ROCK HILL,5,Collin,1887,23,Ephraim B.,1887-05-23,1898-08-26,4113,Cleveland1,14,William F. Vilas,32,McKinley,17,Charles Emory Smith,38,36.3,0.8859833,58.9,0.7605295
0,0,Naugle,ROCK HILL,8,Collin,1898,26,Wm. C.,1898-08-26,1902-12-09,1565,McKinley,17,Charles Emory Smith,38,Roosevelt1,19,Henry C. Payne,39,,,58.9,0.7605295
0,1,Webb,ROLAND,12,Collin,1887,14,Thos. S.,1887-12-14,1889-09-04,630,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,36.3,0.8859833,85.6,0.8568569
0,0,Maynard,ROLAND,9,Collin,1889,4,Wm. T.,1889-09-04,1891-01-28,511,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,85.6,0.8568569,77.5,0.8568569
1,0,Cox,ROLAND,1,Collin,1891,28,John W.,1891-01-28,1903-12-31,4719,Harrison,15,John Wanamaker,34,Roosevelt1,19,Henry C. Payne,39,77.5,0.8568569,58.9,0.7605295
0,0,Maples,ROSELAND,11,Collin,1892,12,Marion A.,1892-11-12,1895-01-08,787,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,67.6,0.8360434,57.4,0.8360434
1,0,Finley,ROSELAND,1,Collin,1895,8,Felix S.,1895-01-08,12/31/07,4739,Cleveland2,16,Wilson S. Bissell,35,Roosevelt2,20,George von L. Meyer,42,57.4,0.8360434,58.9,0.7605295
1,0,Walden,SAINT PAUL,4,Collin,1879,1,John A.,1879-04-01,1886-08-17,2695,Hayes,11,David M. Key,26,Cleveland1,14,William F. Vilas,32,78.3,0.903,100,0.8859833
0,2,Lang,SAINT PAUL,1,Collin,1887,25,Monroe,1887-01-25,1889-02-12,749,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,36.3,0.8859833,85.6,0.8568569
0,0,Walden,SAINT PAUL,2,Collin,1889,12,John A.,1889-02-12,1893-06-26,1595,Cleveland1,14,Donald M. Dickinson,33,Cleveland2,16,Wilson S. Bissell,35,85.6,0.8568569,67.6,0.8360434
1,0,Hughes,SAINT PAUL,6,Collin,1893,26,Edgar M.,1893-06-26,1894-03-20,267,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,Wilson S. Bissell,35,67.6,0.8360434,67.6,0.8360434
0,1,Martin,SEDALIA,1,Collin,1889,15,David S.,1889-01-15,1893-06-07,1604,Cleveland1,14,Donald M. Dickinson,33,Cleveland2,16,Wilson S. Bissell,35,85.6,0.8568569,67.6,0.8360434
0,0,McDougal,SEDALIA,6,Collin,1893,7,Wm. A.,1893-06-07,1895-06-12,735,Cleveland2,16,Wilson S. Bissell,35,Cleveland2,16,William L. Wilson,36,67.6,0.8360434,57.4,0.8360434
0,0,McDougal,SEDALIA,6,Collin,1895,12,J. W.,1895-06-12,1895-11-30,171,Cleveland2,16,William L. Wilson,36,Cleveland2,16,William L. Wilson,36,57.4,0.8360434,57.4,0.8360434
1,0,Edwards,SEDALIA,11,Collin,1895,30,Jas. W.,1895-11-30,1903-12-31,2952,Cleveland2,16,William L. Wilson,36,Roosevelt1,19,Henry C. Payne,39,57.4,0.8360434,58.9,0.7605295
1,0,Martin,SELLERS,9,Collin,1890,27,Lewis C.,1890-09-27,1890-12-23,87,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,85.6,0.8568569,77.5,0.8568569
0,1,Huffman,SHEPTON,12,Collin,1894,27,John L.,1894-12-27,1897-07-23,939,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,James A. Gary,37,57.4,0.8360434,58.9,0.7605295
0,0,Potts,SHEPTON,7,Collin,1897,23,Ed. D.,1897-07-23,1900-09-12,1146,McKinley,17,James A. Gary,37,McKinley,17,Charles Emory Smith,38,,,58.9,0.7605295
1,1,Smart,STIFF,5,Collin,1886,14,Wm. A.,1886-05-14,1886-12-30,230,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.8859833,36.3,0.8859833
0,1,Payne,TICKEY,5,Collin,1888,19,Jas. C.,1888-05-19,1890-03-08,658,Cleveland1,14,Donald M. Dickinson,33,Harrison,15,John Wanamaker,34,36.3,0.8859833,85.6,0.8568569
0,1,Smith,VALDASTA,6,Collin,1886,2,Tandy W.,1886-06-02,1888-09-05,826,Cleveland1,14,William F. Vilas,32,Cleveland1,14,Donald M. Dickinson,33,100,0.8859833,36.3,0.8859833
0,0,Airheart,VALDASTA,9,Collin,1888,5,Wm. G.,1888-09-05,1897-08-27,3278,Cleveland1,14,Donald M. Dickinson,33,McKinley,17,James A. Gary,37,36.3,0.8859833,58.9,0.7605295
0,0,Fagala,VALDASTA,8,Collin,1897,27,Lewis H.,1897-08-27,1/5/05,2687,McKinley,17,James A. Gary,37,Roosevelt1,19,Robert J. Wynne,40,,,58.9,0.7605295
0,0,Woodall,VERONA,1,Collin,1883,4,J.,1883-01-04,1883-02-06,33,Arthur,13,Timothy O. Howe,29,Arthur,13,Timothy O. Howe,29,84,0.9116379,84,0.9116379
0,0,Womble,VERONA,2,Collin,1883,6,Amos R.,1883-02-06,1884-04-08,427,Arthur,13,Timothy O. Howe,29,Arthur,13,Walter Q. Gresham,30,84,0.9116379,84,0.9116379
0,0,Womble,VERONA,4,Collin,1884,8,John C.,1884-04-08,1886-09-22,897,Arthur,13,Walter Q. Gresham,30,Cleveland1,14,William F. Vilas,32,84,0.9116379,100,0.8859833
0,0,Aven,VERONA,9,Collin,1886,22,A. J.,1886-09-22,1887-01-31,131,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.8859833,36.3,0.8859833
0,0,Caloway,VERONA,1,Collin,1887,31,John R.,1887-01-31,1890-03-19,1143,Cleveland1,14,William F. Vilas,32,Harrison,15,John Wanamaker,34,36.3,0.8859833,85.6,0.8568569
0,0,Rutledge,VERONA,3,Collin,1890,19,Wm. C.,1890-03-19,1890-09-03,168,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,85.6,0.8568569,85.6,0.8568569
1,0,Jones,VERONA,9,Collin,1890,3,Wm. W.,1890-09-03,1892-03-14,558,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,85.6,0.8568569,77.5,0.8568569
0,2,Woodall,VERONA,5,Collin,1892,3,Elisha L.,1892-05-03,1894-11-12,923,Harrison,15,John Wanamaker,34,Cleveland2,16,Wilson S. Bissell,35,77.5,0.8568569,57.4,0.8360434
0,0,Shelton,VERONA,11,Collin,1894,12,Claborn P.,1894-11-12,1899-12-02,1846,Cleveland2,16,Wilson S. Bissell,35,McKinley,17,Charles Emory Smith,38,57.4,0.8360434,58.9,0.7605295
0,1,Bass,VINELAND,6,Collin,1888,30,Mrs. Laura G.,1888-06-30,1888-09-05,67,Cleveland1,14,Donald M. Dickinson,33,Cleveland1,14,Donald M. Dickinson,33,36.3,0.8859833,36.3,0.8859833
1,0,Smith,VINELAND,9,Collin,1888,5,Jas. A.,1888-09-05,1903-12-31,5594,Cleveland1,14,Donald M. Dickinson,33,Roosevelt1,19,Henry C. Payne,39,36.3,0.8859833,58.9,0.7605295
1,-1,Payne,VINEY,3,Collin,1890,8,Jas. C.,1890-03-08,1891-05-12,430,Harrison,15,John Wanamaker,34,Harrison,15,John Wanamaker,34,85.6,0.8568569,77.5,0.8568569
0,0,Apollos,WESTON,5,Collin,1881,12,J. S. B.,1881-05-12,1885-08-17,1558,Garfield,12,Thomas L. James,28,Cleveland1,14,William F. Vilas,32,88.4,0.9116379,100,0.8859833
0,0,Saxon,WESTON,8,Collin,1885,17,John T.,1885-08-17,1886-09-09,388,Cleveland1,14,William F. Vilas,32,Cleveland1,14,William F. Vilas,32,100,0.8859833,100,0.8859833
0,0,Douglas,WESTON,9,Collin,1886,9,Francis M.,1886-09-09,1894-04-02,2762,Cleveland1,14,William F. Vilas,32,Cleveland2,16,Wilson S. Bissell,35,100,0.8859833,67.6,0.8360434
